age,work-class,occupation,sex,hours-pw,income-level
25, Private, Craft-repair, Male,40, <=50K
52, Private, Adm-clerical, Female,40, <=50K
27, State-gov, Protective-serv, Male,40, <=50K
35, Private, Farming-fishing, Male,40, <=50K
44, Local-gov, Other-service, Female,35, <=50K
27, Local-gov, Exec-managerial, Male,80, >50K
42, Private, Tech-support, Male,33, <=50K
26, Private, Other-service, Female,38, <=50K
23, Private, Prof-specialty, Male,40, <=50K
28, Private, Prof-specialty, Female,40, <=50K
38, Self-emp-not-inc, Craft-repair, Male,50, <=50K
28, Private, Craft-repair, Male,50, <=50K
29, Private, Adm-clerical, Female,40, <=50K
56, Self-emp-not-inc, Exec-managerial, Male,50, <=50K
30, Private, Exec-managerial, Female,40, <=50K
48, Private, Handlers-cleaners, Male,40, <=50K
45, Self-emp-not-inc, Exec-managerial, Male,72, <=50K
38, Private, Exec-managerial, Male,60, >50K
24, Private, Handlers-cleaners, Male,40, <=50K
47, State-gov, Prof-specialty, Male,40, >50K
22, Private, Other-service, Female,48, <=50K
29, Private, Prof-specialty, Female,40, <=50K
45, Private, Craft-repair, Male,40, <=50K
24, Private, Craft-repair, Male,40, <=50K
40, Private, Machine-op-inspct, Male,40, <=50K
28, Local-gov, Craft-repair, Male,40, >50K
46, Federal-gov, Prof-specialty, Female,50, >50K
32, Private, Machine-op-inspct, Male,40, <=50K
20, Private, Sales, Male,40, <=50K
23, Private, Other-service, Male,35, <=50K
46, Private, Other-service, Male,40, <=50K
21, Private, Sales, Female,35, <=50K
59, Private, Exec-managerial, Male,40, >50K
31, Private, Prof-specialty, Male,50, <=50K
48, Private, Exec-managerial, Female,40, <=50K
34, Private, Transport-moving, Male,40, <=50K
19, Private, Other-service, Male,25, <=50K
20, Private, Sales, Male,35, <=50K
29, Private, Prof-specialty, Male,50, <=50K
54, Private, Craft-repair, Male,40, >50K
36, Private, Craft-repair, Male,52, <=50K
43, Private, Sales, Male,50, >50K
46, Federal-gov, Tech-support, Male,40, >50K
33, Private, Prof-specialty, Male,45, >50K
33, Private, Other-service, Female,45, <=50K
36, Private, Transport-moving, Male,40, <=50K
37, Private, Handlers-cleaners, Male,40, >50K
45, Self-emp-not-inc, Craft-repair, Male,60, <=50K
25, Private, Adm-clerical, Female,40, <=50K
28, Private, Machine-op-inspct, Male,40, <=50K
26, Private, Adm-clerical, Female,40, <=50K
23, Private, Priv-house-serv, Male,40, <=50K
24, Private, Exec-managerial, Female,40, <=50K
58, Self-emp-not-inc, Prof-specialty, Female,40, <=50K
36, Private, Tech-support, Female,40, <=50K
46, Private, Sales, Male,50, <=50K
32, Private, Sales, Male,50, <=50K
26, Private, Other-service, Male,40, <=50K
52, Private, Handlers-cleaners, Female,40, <=50K
19, Private, Other-service, Female,45, <=50K
33, Private, Prof-specialty, Male,60, >50K
60, Private, Craft-repair, Male,40, <=50K
39, Private, Exec-managerial, Male,38, <=50K
45, Private, Exec-managerial, Male,45, <=50K
37, Local-gov, Adm-clerical, Female,40, <=50K
29, Private, Tech-support, Male,40, <=50K
53, Private, Craft-repair, Male,66, <=50K
46, State-gov, Exec-managerial, Male,40, <=50K
20, Private, Transport-moving, Male,40, <=50K
39, Private, Prof-specialty, Female,40, <=50K
48, Private, Prof-specialty, Female,40, >50K
38, Private, Craft-repair, Male,48, <=50K
36, Private, Craft-repair, Male,45, <=50K
53, Private, Machine-op-inspct, Female,56, <=50K
29, Private, Craft-repair, Male,35, <=50K
64, Private, Adm-clerical, Male,50, <=50K
34, Private, Exec-managerial, Male,50, >50K
41, Local-gov, Prof-specialty, Female,40, <=50K
34, Private, Exec-managerial, Female,38, <=50K
37, Private, Prof-specialty, Male,50, >50K
22, Private, Tech-support, Male,40, <=50K
43, Private, Craft-repair, Male,40, <=50K
36, Private, Exec-managerial, Male,40, <=50K
47, Private, Sales, Male,55, >50K
25, Private, Other-service, Female,40, <=50K
33, Private, Machine-op-inspct, Male,40, <=50K
27, Private, Machine-op-inspct, Female,40, <=50K
33, Private, Tech-support, Male,70, <=50K
24, Private, Transport-moving, Female,40, <=50K
47, Local-gov, Prof-specialty, Female,40, <=50K
48, Self-emp-inc, Exec-managerial, Male,40, <=50K
28, Private, Sales, Male,50, <=50K
33, Local-gov, Prof-specialty, Male,40, >50K
44, Private, Machine-op-inspct, Male,40, >50K
33, Local-gov, Protective-serv, Male,56, <=50K
26, Private, Adm-clerical, Female,25, <=50K
22, Private, Exec-managerial, Male,40, <=50K
34, Private, Exec-managerial, Male,55, >50K
31, Self-emp-inc, Exec-managerial, Male,45, <=50K
38, Local-gov, Exec-managerial, Male,40, <=50K
51, Self-emp-not-inc, Prof-specialty, Female,40, >50K
36, Private, Exec-managerial, Male,40, <=50K
29, Private, Protective-serv, Male,54, >50K
64, Self-emp-not-inc, Sales, Male,15, >50K
24, Private, Machine-op-inspct, Male,55, <=50K
21, State-gov, Exec-managerial, Female,20, <=50K
28, Private, Craft-repair, Male,60, >50K
41, Self-emp-inc, Craft-repair, Male,50, <=50K
17, Private, Other-service, Male,16, <=50K
58, Private, Prof-specialty, Male,50, >50K
50, Self-emp-not-inc, Sales, Male,8, <=50K
30, Private, Handlers-cleaners, Male,40, <=50K
47, Private, Craft-repair, Male,40, <=50K
24, Private, Sales, Male,20, <=50K
50, Federal-gov, Exec-managerial, Male,40, <=50K
29, Private, Prof-specialty, Male,55, <=50K
31, Self-emp-not-inc, Prof-specialty, Male,40, >50K
40, Self-emp-not-inc, Farming-fishing, Male,70, >50K
31, Private, Sales, Female,60, <=50K
53, Private, Machine-op-inspct, Male,40, <=50K
33, Private, Adm-clerical, Female,40, <=50K
43, Private, Other-service, Male,40, <=50K
56, Private, Exec-managerial, Female,50, >50K
38, Private, Exec-managerial, Female,50, >50K
18, Private, Sales, Female,30, <=50K
50, Private, Exec-managerial, Male,40, >50K
78, Private, Sales, Female,12, <=50K
27, Private, Craft-repair, Male,40, <=50K
19, Private, Sales, Female,25, <=50K
24, State-gov, Tech-support, Female,40, <=50K
20, Private, Sales, Male,15, <=50K
25, Private, Prof-specialty, Male,35, <=50K
34, Private, Sales, Female,50, >50K
30, Self-emp-inc, Sales, Male,35, <=50K
37, Federal-gov, Prof-specialty, Female,40, <=50K
38, Private, Machine-op-inspct, Male,48, >50K
67, Without-pay, Adm-clerical, Male,12, <=50K
35, Private, Transport-moving, Male,30, <=50K
75, Self-emp-not-inc, Farming-fishing, Male,30, <=50K
47, Private, Exec-managerial, Female,50, <=50K
23, Private, Handlers-cleaners, Male,40, <=50K
51, Federal-gov, Adm-clerical, Female,8, <=50K
42, Local-gov, Other-service, Male,40, <=50K
32, Private, Tech-support, Female,32, >50K
54, Private, Sales, Female,35, <=50K
20, Private, Handlers-cleaners, Female,40, <=50K
39, Private, Craft-repair, Male,40, >50K
41, Private, Craft-repair, Male,38, >50K
35, Private, Machine-op-inspct, Female,40, <=50K
45, Local-gov, Craft-repair, Male,35, >50K
27, Private, Sales, Female,40, <=50K
61, Self-emp-not-inc, Sales, Male,30, >50K
41, Private, Sales, Male,50, <=50K
22, Private, Tech-support, Male,40, <=50K
55, Private, Craft-repair, Male,40, >50K
25, Private, Craft-repair, Male,40, <=50K
20, Private, Other-service, Female,35, <=50K
20, Private, Machine-op-inspct, Female,35, <=50K
67, Self-emp-inc, Exec-managerial, Male,16, <=50K
44, Private, Sales, Male,60, >50K
42, Private, Sales, Male,60, >50K
29, Local-gov, Adm-clerical, Male,40, <=50K
48, Private, Craft-repair, Female,38, >50K
25, Private, Adm-clerical, Female,40, <=50K
31, Private, Other-service, Female,99, >50K
48, Private, Sales, Female,70, >50K
40, Private, Prof-specialty, Male,20, <=50K
26, Private, Sales, Male,40, <=50K
28, Private, Other-service, Female,35, <=50K
52, Private, Craft-repair, Male,40, >50K
41, Self-emp-not-inc, Prof-specialty, Male,40, <=50K
39, Self-emp-not-inc, Farming-fishing, Female,50, <=50K
48, Private, Adm-clerical, Female,16, <=50K
19, Private, Sales, Female,30, <=50K
27, Private, Machine-op-inspct, Male,40, <=50K
59, Private, Sales, Male,50, <=50K
19, Private, Sales, Male,40, <=50K
32, Private, Handlers-cleaners, Male,50, <=50K
39, Private, Handlers-cleaners, Male,40, <=50K
33, Private, Craft-repair, Male,40, <=50K
38, Private, Handlers-cleaners, Male,40, <=50K
27, Private, Farming-fishing, Male,45, <=50K
23, Private, Exec-managerial, Female,45, <=50K
25, Local-gov, Adm-clerical, Male,20, <=50K
37, Self-emp-inc, Sales, Male,68, <=50K
31, Private, Transport-moving, Male,65, <=50K
24, Private, Sales, Female,37, <=50K
53, Local-gov, Adm-clerical, Female,38, <=50K
26, Private, Handlers-cleaners, Male,40, <=50K
25, Private, Adm-clerical, Female,40, >50K
59, Private, Machine-op-inspct, Male,40, <=50K
39, Federal-gov, Adm-clerical, Female,40, <=50K
28, Private, Handlers-cleaners, Male,40, <=50K
22, Private, Handlers-cleaners, Male,40, <=50K
20, Private, Craft-repair, Male,40, <=50K
25, Private, Other-service, Female,40, <=50K
27, Private, Craft-repair, Male,50, <=50K
20, Private, Sales, Male,40, <=50K
43, Self-emp-not-inc, Farming-fishing, Male,25, <=50K
39, Private, Adm-clerical, Female,40, <=50K
27, Private, Prof-specialty, Male,45, <=50K
17, Private, Sales, Female,5, <=50K
40, State-gov, Prof-specialty, Male,72, <=50K
50, Private, Craft-repair, Male,48, >50K
23, Self-emp-inc, Adm-clerical, Female,35, <=50K
60, Private, Sales, Male,65, >50K
30, Private, Exec-managerial, Female,40, <=50K
24, Private, Handlers-cleaners, Male,50, <=50K
23, Private, Adm-clerical, Female,20, <=50K
24, Private, Prof-specialty, Male,30, <=50K
45, Self-emp-not-inc, Craft-repair, Male,20, <=50K
58, Self-emp-inc, Exec-managerial, Male,60, >50K
22, Private, Sales, Male,20, <=50K
41, Private, Handlers-cleaners, Male,40, <=50K
48, Private, Machine-op-inspct, Male,40, >50K
31, Private, Machine-op-inspct, Male,40, <=50K
33, Private, Prof-specialty, Male,50, >50K
49, Self-emp-inc, Exec-managerial, Male,50, <=50K
30, Private, Prof-specialty, Male,50, >50K
38, Private, Craft-repair, Male,40, <=50K
58, Local-gov, Transport-moving, Male,48, <=50K
58, Private, Prof-specialty, Female,50, <=50K
61, Self-emp-not-inc, Exec-managerial, Male,40, <=50K
58, Private, Sales, Male,40, >50K
32, Private, Tech-support, Male,45, >50K
33, Self-emp-not-inc, Craft-repair, Male,50, <=50K
28, Private, Exec-managerial, Female,50, >50K
22, Private, Other-service, Female,11, <=50K
35, Private, Craft-repair, Male,40, >50K
59, Private, Sales, Male,55, <=50K
45, Self-emp-inc, Exec-managerial, Male,40, >50K
50, Self-emp-not-inc, Sales, Male,40, <=50K
56, Self-emp-inc, Exec-managerial, Female,40, <=50K
36, Self-emp-not-inc, Craft-repair, Male,40, <=50K
28, Private, Sales, Male,60, <=50K
42, Private, Prof-specialty, Male,40, >50K
60, Private, Other-service, Male,40, <=50K
41, Self-emp-inc, Sales, Male,91, <=50K
42, Private, Tech-support, Male,45, >50K
36, Private, Craft-repair, Male,55, >50K
52, Local-gov, Prof-specialty, Male,40, >50K
42, Self-emp-not-inc, Transport-moving, Male,40, <=50K
26, Local-gov, Protective-serv, Male,55, >50K
31, Local-gov, Prof-specialty, Female,40, <=50K
47, Private, Sales, Female,40, <=50K
35, Private, Machine-op-inspct, Male,50, <=50K
19, Private, Handlers-cleaners, Male,25, <=50K
59, Self-emp-not-inc, Sales, Female,80, >50K
38, Private, Exec-managerial, Male,40, >50K
36, Private, Exec-managerial, Male,50, <=50K
35, Private, Exec-managerial, Female,55, <=50K
39, Private, Farming-fishing, Male,30, <=50K
64, Private, Other-service, Male,40, <=50K
17, Local-gov, Other-service, Female,25, <=50K
49, Private, Other-service, Male,32, <=50K
19, Private, Other-service, Female,25, <=50K
36, Self-emp-not-inc, Prof-specialty, Female,40, <=50K
26, Private, Handlers-cleaners, Male,45, <=50K
27, Private, Priv-house-serv, Female,40, <=50K
66, Private, Prof-specialty, Male,40, >50K
38, Private, Adm-clerical, Male,40, <=50K
25, Private, Exec-managerial, Female,25, <=50K
19, Private, Prof-specialty, Female,40, <=50K
30, Private, Craft-repair, Male,50, >50K
22, Private, Exec-managerial, Male,40, <=50K
60, Private, Craft-repair, Male,44, >50K
54, Private, Tech-support, Male,18, >50K
46, Private, Craft-repair, Male,37, <=50K
33, State-gov, Other-service, Male,40, <=50K
51, Local-gov, Exec-managerial, Female,40, <=50K
43, Private, Prof-specialty, Male,60, >50K
60, Self-emp-inc, Farming-fishing, Male,25, <=50K
39, Self-emp-not-inc, Farming-fishing, Male,60, <=50K
23, Private, Tech-support, Female,40, <=50K
39, Private, Tech-support, Female,40, <=50K
40, Local-gov, Exec-managerial, Male,40, <=50K
48, Private, Exec-managerial, Male,65, >50K
24, Private, Handlers-cleaners, Male,40, <=50K
32, Private, Handlers-cleaners, Male,40, <=50K
31, Self-emp-not-inc, Craft-repair, Male,60, <=50K
39, Private, Machine-op-inspct, Male,40, <=50K
27, Private, Exec-managerial, Female,40, <=50K
45, State-gov, Adm-clerical, Male,38, <=50K
31, Private, Craft-repair, Male,40, <=50K
63, Private, Exec-managerial, Female,40, <=50K
45, Private, Exec-managerial, Male,50, >50K
28, State-gov, Adm-clerical, Female,50, <=50K
23, Private, Sales, Female,40, <=50K
50, Private, Craft-repair, Male,44, >50K
33, Private, Protective-serv, Male,40, <=50K
27, Private, Sales, Male,46, >50K
29, Private, Transport-moving, Male,40, <=50K
36, Private, Adm-clerical, Female,35, <=50K
60, Private, Craft-repair, Male,40, >50K
46, Private, Transport-moving, Male,50, <=50K
23, Private, Sales, Male,55, <=50K
38, Self-emp-inc, Exec-managerial, Male,50, <=50K
60, Private, Exec-managerial, Male,40, >50K
20, Self-emp-not-inc, Craft-repair, Female,35, <=50K
37, Private, Machine-op-inspct, Female,48, <=50K
37, Private, Craft-repair, Male,40, <=50K
58, Private, Craft-repair, Male,40, <=50K
25, Private, Craft-repair, Male,30, <=50K
27, Private, Adm-clerical, Female,60, <=50K
33, Private, Machine-op-inspct, Male,55, <=50K
43, State-gov, Adm-clerical, Female,40, <=50K
21, Federal-gov, Tech-support, Male,20, <=50K
45, Private, Craft-repair, Male,40, <=50K
44, Private, Machine-op-inspct, Male,40, <=50K
53, Private, Prof-specialty, Male,46, >50K
31, Private, Other-service, Female,20, <=50K
18, Federal-gov, Other-service, Male,15, <=50K
20, Private, Other-service, Female,30, <=50K
32, Private, Machine-op-inspct, Male,40, <=50K
48, Private, Transport-moving, Male,40, <=50K
46, Private, Other-service, Male,40, <=50K
28, Private, Machine-op-inspct, Male,50, <=50K
27, Self-emp-not-inc, Sales, Male,40, <=50K
18, Federal-gov, Sales, Female,32, <=50K
69, Self-emp-not-inc, Exec-managerial, Male,12, >50K
50, Self-emp-inc, Sales, Male,40, >50K
43, Private, Machine-op-inspct, Female,40, <=50K
32, Private, Sales, Female,30, <=50K
43, Private, Exec-managerial, Female,48, <=50K
52, Self-emp-not-inc, Sales, Male,55, >50K
50, Private, Exec-managerial, Male,40, >50K
35, Private, Exec-managerial, Female,40, >50K
46, Private, Adm-clerical, Female,45, <=50K
58, Private, Transport-moving, Male,60, >50K
46, Self-emp-inc, Prof-specialty, Male,60, >50K
40, Private, Craft-repair, Male,50, <=50K
25, Private, Adm-clerical, Male,40, <=50K
22, Private, Adm-clerical, Female,25, <=50K
33, Federal-gov, Prof-specialty, Male,40, <=50K
49, Federal-gov, Craft-repair, Male,40, <=50K
62, Private, Prof-specialty, Female,40, <=50K
56, Local-gov, Protective-serv, Male,48, <=50K
24, Private, Transport-moving, Female,40, <=50K
42, Private, Other-service, Female,40, <=50K
41, Private, Exec-managerial, Female,40, <=50K
23, Private, Other-service, Male,66, <=50K
35, Private, Adm-clerical, Male,40, <=50K
42, Private, Handlers-cleaners, Male,40, <=50K
22, Private, Machine-op-inspct, Male,40, <=50K
32, Self-emp-not-inc, Craft-repair, Male,50, <=50K
25, Private, Craft-repair, Male,40, <=50K
66, Private, Priv-house-serv, Female,15, <=50K
26, State-gov, Protective-serv, Male,38, <=50K
46, Private, Transport-moving, Male,55, <=50K
55, Private, Exec-managerial, Male,45, >50K
24, Private, Craft-repair, Male,40, <=50K
25, Private, Sales, Male,40, <=50K
22, Private, Adm-clerical, Female,40, <=50K
31, Private, Other-service, Male,40, <=50K
30, Private, Adm-clerical, Female,40, <=50K
54, Private, Other-service, Male,15, <=50K
56, Private, Craft-repair, Female,40, >50K
47, Private, Craft-repair, Male,60, <=50K
29, Private, Craft-repair, Male,40, <=50K
53, Private, Craft-repair, Male,40, <=50K
22, Private, Machine-op-inspct, Female,40, <=50K
42, Private, Exec-managerial, Female,40, >50K
21, Private, Sales, Male,40, <=50K
36, Self-emp-inc, Other-service, Female,70, <=50K
60, Private, Sales, Male,40, >50K
69, Private, Sales, Female,25, <=50K
31, Private, Transport-moving, Male,40, <=50K
48, Private, Adm-clerical, Female,55, <=50K
23, Private, Exec-managerial, Female,40, <=50K
24, Private, Craft-repair, Male,40, >50K
47, Private, Adm-clerical, Male,40, >50K
36, Private, Machine-op-inspct, Female,40, <=50K
39, Private, Exec-managerial, Male,50, >50K
22, Private, Transport-moving, Female,46, <=50K
27, Private, Sales, Male,45, >50K
36, Private, Machine-op-inspct, Male,40, <=50K
54, Private, Other-service, Male,40, <=50K
33, Federal-gov, Adm-clerical, Female,40, <=50K
42, Private, Prof-specialty, Male,50, >50K
52, Private, Sales, Male,65, <=50K
23, Private, Sales, Male,32, <=50K
33, Private, Handlers-cleaners, Male,40, <=50K
30, Private, Adm-clerical, Female,38, <=50K
35, Private, Tech-support, Male,38, <=50K
27, Private, Handlers-cleaners, Male,37, <=50K
24, Private, Other-service, Male,35, <=50K
44, Local-gov, Machine-op-inspct, Male,40, <=50K
62, Private, Priv-house-serv, Female,20, <=50K
45, Private, Exec-managerial, Male,40, >50K
75, Self-emp-not-inc, Farming-fishing, Male,20, <=50K
47, Private, Prof-specialty, Male,50, <=50K
64, Private, Exec-managerial, Male,60, <=50K
54, Private, Tech-support, Male,42, >50K
41, Federal-gov, Exec-managerial, Male,40, >50K
33, Private, Craft-repair, Male,40, <=50K
20, Private, Adm-clerical, Female,10, <=50K
51, Private, Sales, Male,50, >50K
45, Self-emp-inc, Craft-repair, Male,50, >50K
43, Private, Transport-moving, Male,40, <=50K
30, Private, Craft-repair, Male,40, <=50K
32, Private, Adm-clerical, Female,40, <=50K
45, Private, Craft-repair, Male,40, >50K
61, Private, Sales, Female,40, <=50K
21, Private, Other-service, Male,40, <=50K
56, Private, Craft-repair, Male,49, <=50K
28, Private, Handlers-cleaners, Male,60, <=50K
23, Private, Handlers-cleaners, Female,40, <=50K
55, Private, Transport-moving, Male,84, <=50K
33, Private, Transport-moving, Male,70, <=50K
22, Private, Adm-clerical, Female,20, <=50K
